text,x1,x2,x3,x4,x5,y,prompt,response,y_hat
french fries .,-0.935335753996286,0.2694936091265517,0.2787802661367319,-0.9630908622437652,-0.6346685954012025,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

french fries .

CLASSIFICATION:",0,0
The conference opened with Labour buoyed by a series of weekend opinion polls giving leads of from 5 to 12 points .,0.0076225431276161,0.5191416167842671,-0.5518051230995106,-0.1490323640483734,-0.4668964578836835,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

The conference opened with Labour buoyed by a series of weekend opinion polls giving leads of from 5 to 12 points .

CLASSIFICATION:",1,1
What Andrew Motion presents us with here is a static and humourless piece filled with over imagery .,-0.1908949931089948,0.8288900707757192,-0.534535526227914,0.0425108114948001,-0.3584583683743326,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

What Andrew Motion presents us with here is a static and humourless piece filled with over imagery .

CLASSIFICATION:",1,1
Yeah .,-0.9849651380554388,-1.1035704331281886,1.5397349843872552,-0.9630908622437652,1.2527679535583218,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Yeah .

CLASSIFICATION:",0,0
"Ah , get a .",-0.8360769858779805,-1.9274088584810325,1.5397349843872552,-0.9630908622437652,0.6236224374901386,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Ah , get a .

CLASSIFICATION:",0,0
From this end or ?,-0.8360769858779805,-0.8289576246772407,0.0686211475316467,-0.9630908622437652,-0.0539188882032661,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

From this end or ?

CLASSIFICATION:",0,0
"Yeah , I",-0.935335753996286,-1.561258447213102,0.9880672950699012,-0.9630908622437652,2.3852298829340364,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Yeah , I

CLASSIFICATION:",0,0
"After that we would go to Tahiti , and I saw the excitement grow in Ellen as she realised that these plans were so close to coming true .",0.3550282315416854,0.0485407747817654,-0.4736507424878172,-0.5409864557509754,-0.3524350925272625,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

After that we would go to Tahiti , and I saw the excitement grow in Ellen as she realised that these plans were so close to coming true .

CLASSIFICATION:",1,1
Yes indeed .,-0.935335753996286,-0.3407570763505119,0.4363996057525471,-0.9630908622437652,0.2041920929413667,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Yes indeed .

CLASSIFICATION:",0,0
"There is an argument that treason is a more serious offence , since it strikes at the very foundations of the State and its social organizations , but treason is so rare that it is surely permissible to treat homicide as the most serious form of crime .",1.2979865286655876,0.5364782840399307,-0.5099394333527305,0.4298536784416477,-0.5602868598498049,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

There is an argument that treason is a more serious offence , since it strikes at the very foundations of the State and its social organizations , but treason is so rare that it is surely permissible to treat homicide as the most serious form of crime .

CLASSIFICATION:",1,1
"I 've got it in Disco Club Mirror , it 's the front page out the",-0.2901537612273003,-0.5886714172826609,-0.4600603882296513,-0.9630908622437652,0.0218310735066854,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

I 've got it in Disco Club Mirror , it 's the front page out the

CLASSIFICATION:",0,0
"Then , as she reached the dock 's edge , she suddenly checked .",-0.3894125293456058,-0.1228104029723845,-0.0364584130948983,0.5910208155076107,-0.4705436783629741,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Then , as she reached the dock 's edge , she suddenly checked .

CLASSIFICATION:",0,0
"We found there that by choosing a scalar function in the form [formula] we could automatically satisfy the other equation for the electric field strength , [formula] .",0.3053988474825326,1.1848696372963785,-0.5083726035534826,1.0094354984393907,-0.5783272056321205,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

We found there that by choosing a scalar function in the form [formula] we could automatically satisfy the other equation for the electric field strength , [formula] .

CLASSIFICATION:",1,1
‘ What a small world !,-0.7864476018188278,-0.7984450904354253,-0.0651164740006813,-0.9630908622437652,-0.1313521820936711,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

‘ What a small world !

CLASSIFICATION:",1,1
Can you blame him,-0.8857063699371333,-0.1881944049583616,-0.6669357715581589,-0.9630908622437652,-0.0954010101999025,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Can you blame him

CLASSIFICATION:",0,0
"I know , but you shall have to bring it home wo n't you ?",-0.339783145286453,-0.7679325561020728,-0.2023735072182823,-0.9630908622437652,-0.44592494050525,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

I know , but you shall have to bring it home wo n't you ?

CLASSIFICATION:",0,0
"The struggle therefore went on to keep the Unionist press alive , and in 1912 and 1913 both Aitken and Northcliffe stood by the party and gave valuable support in their papers .",0.5535457677782963,0.6300962868543628,-0.5173309749488434,0.1398271027407236,-0.4109724120445106,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

The struggle therefore went on to keep the Unionist press alive , and in 1912 and 1913 both Aitken and Northcliffe stood by the party and gave valuable support in their papers .

CLASSIFICATION:",1,1
The main components of the first system are well known : the atmosphere is its engine and atmospheric circulation is driven by differences in solar heating between the equatorial and polar regions .,0.5535457677782963,1.2126083048139022,-0.5331981500258308,0.6912860849480474,-0.5886335574375617,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

The main components of the first system are well known : the atmosphere is its engine and atmospheric circulation is driven by differences in solar heating between the equatorial and polar regions .

CLASSIFICATION:",1,1
No .,-0.9849651380554388,-2.0189464612980155,2.643070361697961,-0.9630908622437652,3.140204502517846,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

No .

CLASSIFICATION:",0,0
"The survey of children 's attitudes helped here : research such as Ormerod 's ( 1971 ; Ormerod and Duckworth , 1975 ) had shown that girls were interested in the social implications of science , but did not tell teachers what the desirable teaching approach might be in practice .",1.446874680843046,0.7361558980261612,-0.4305067614724349,0.8500394287510937,-0.4928893242915375,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

The survey of children 's attitudes helped here : research such as Ormerod 's ( 1971 ; Ormerod and Duckworth , 1975 ) had shown that girls were interested in the social implications of science , but did not tell teachers what the desirable teaching approach might be in practice .

CLASSIFICATION:",1,1
Ooh !,-0.9849651380554388,-1.561258447213102,1.981069135046737,-0.9630908622437652,1.8819134696265047,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Ooh !

CLASSIFICATION:",0,0
The vast majority of natural hazards studies have ignored the physical nature of the events and have concentrated on behavioural issues such as the perception and estimation of hazards .,0.4046576156008381,1.3984573771721591,-0.5957528437761774,1.1983748045728442,-0.5862727865309557,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

The vast majority of natural hazards studies have ignored the physical nature of the events and have concentrated on behavioural issues such as the perception and estimation of hazards .

CLASSIFICATION:",1,1
Relief surged through her like a physical infusion of new blood .,-0.4886712974639113,0.7271816232114652,-0.4632430862310126,0.5910208155076107,-0.4922205541839671,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Relief surged through her like a physical infusion of new blood .

CLASSIFICATION:",1,1
Health : Alternative cures ‘ not proven ’,-0.6871888337005223,0.4983376161690084,-0.3440083439557082,0.1765910348878786,-0.1475881959132525,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Health : Alternative cures ‘ not proven ’

CLASSIFICATION:",0,0
I 'll try not to fall down the step when I go .,-0.4390419134047585,-0.9275365815641092,-0.3852331225109157,-0.9630908622437652,-0.1771082199416193,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

I 'll try not to fall down the step when I go .

CLASSIFICATION:",0,0
